BY000064390,19500306,PRCP,0,,,Q,
BY000064390,19500307,PRCP,0,,,Q,
BY000064390,19500308,PRCP,25,,,Q,
BY000064390,19500309,PRCP,186,,,Q,
BY000064390,19500310,PRCP,80,,,Q,
BY000064390,19500311,PRCP,54,,,Q,
BY000064390,19500312,PRCP,0,,,Q,
BY000064390,19500313,PRCP,2,,,Q,
BY000064390,19500314,PRCP,31,,,Q,
BY000064390,19500315,PRCP,2,,,Q,
BY000064390,19500316,PRCP,154,,,Q,
BY000064390,19500317,PRCP,89,,,Q,
BY000064390,19500318,PRCP,30,,,Q,
BY000064390,19500319,PRCP,18,,,Q,
BY000064390,19500320,PRCP,20,,,Q,
BY000064390,19500321,PRCP,63,,,Q,
BY000064390,19500322,PRCP,19,,,Q,
BY000064390,19500323,PRCP,2,,,Q,
BY000064390,19500324,PRCP,8,,,Q,
BY000064390,19500325,PRCP,33,,,Q,
BY000064390,19500326,PRCP,85,,,Q,
BY000064390,19500327,PRCP,2,,,Q,
BY000064390,19500328,PRCP,15,,,Q,
BY000064390,19500329,PRCP,5,,,Q,
BY000064390,19500330,PRCP,154,,,Q,
BY000064390,19500331,PRCP,154,,,Q,
BY000064390,19500401,PRCP,87,,,Q,
BY000064390,19500402,PRCP,32,,,Q,
BY000064390,19500403,PRCP,29,,,Q,
BY000064390,19500404,PRCP,17,,,Q,
BY000064390,19500405,PRCP,33,,,Q,
BY000064390,19500406,PRCP,0,,,Q,
BY000064390,19500407,PRCP,5,,,Q,
BY000064390,19500408,PRCP,0,,,Q,
BY000064390,19500409,PRCP,78,,,Q,
BY000064390,19500410,PRCP,0,,,Q,
BY000064390,19500411,PRCP,4,,,Q,
BY000064390,19500412,PRCP,176,,,Q,
BY000064390,19500413,PRCP,136,,,Q,
BY000064390,19500414,PRCP,3,,,Q,
BY000064390,19500415,PRCP,28,,,Q,
BY000064390,19500416,PRCP,277,,,Q,
BY000064390,19500417,PRCP,61,,,Q,
BY000064390,19500418,PRCP,189,,,Q,
BY000064390,19500419,PRCP,61,,,Q,
BY000064390,19500420,PRCP,28,,,Q,
BY000064390,19500421,PRCP,75,,,Q,
BY000064390,19500422,PRCP,5,,,Q,
BY000064390,19500423,PRCP,9,,,Q,
BY000064390,19500424,PRCP,192,,,Q,
BY000064390,19500425,PRCP,13,,,Q,
BY000064390,19500426,PRCP,0,,,Q,
BY000064390,19500427,PRCP,0,,,Q,
BY000064390,19500428,PRCP,144,,,Q,
BY000064390,19500429,PRCP,24,,,Q,
BY000064390,19500430,PRCP,2,,,Q,
BY000064390,19500501,PRCP,2,,,Q,
BY000064390,19500502,PRCP,0,,,Q,
BY000064390,19500503,PRCP,62,,,Q,
BY000064390,19500504,PRCP,12,,,Q,
BY000064390,19500505,PRCP,20,,,Q,
BY000064390,19500506,PRCP,35,,,Q,
BY000064390,19500507,PRCP,63,,,Q,
BY000064390,19500508,PRCP,18,,,Q,
BY000064390,19500509,PRCP,38,,,Q,
BY000064390,19500510,PRCP,0,,,Q,
BY000064390,19500511,PRCP,0,,,Q,
BY000064390,19500512,PRCP,0,,,Q,
BY000064390,19500513,PRCP,0,,,Q,
BY000064390,19500514,PRCP,0,,,Q,
BY000064390,19500515,PRCP,0,,,Q,
BY000064390,19500516,PRCP,0,,,Q,
BY000064390,19500517,PRCP,29,,,Q,
BY000064390,19500518,PRCP,10,,,Q,
BY000064390,19500519,PRCP,20,,,Q,
BY000064390,19500520,PRCP,10,,,Q,
BY000064390,19500521,PRCP,0,,,Q,
BY000064390,19500522,PRCP,47,,,Q,
BY000064390,19500523,PRCP,90,,,Q,
BY000064390,19500524,PRCP,0,,,Q,
BY000064390,19500525,PRCP,0,,,Q,
BY000064390,19500526,PRCP,0,,,Q,
BY000064390,19500527,PRCP,0,,,Q,
BY000064390,19500528,PRCP,0,,,Q,
BY000064390,19500529,PRCP,0,,,Q,
BY000064390,19500530,PRCP,0,,,Q,
BY000064390,19500531,PRCP,0,,,Q,
BY000064390,19500601,PRCP,0,,,Q,
BY000064390,19500602,PRCP,0,,,Q,
BY000064390,19500603,PRCP,0,,,Q,
BY000064390,19500604,PRCP,0,,,Q,
BY000064390,19500605,PRCP,0,,,Q,
BY000064390,19500606,PRCP,0,,,Q,
BY000064390,19500607,PRCP,0,,,Q,
BY000064390,19500608,PRCP,0,,,Q,
BY000064390,19500609,PRCP,0,,,Q,
BY000064390,19500610,PRCP,0,,,Q,
BY000064390,19500611,PRCP,0,,,Q,
BY000064390,19500612,PRCP,0,,,Q,
BY000064390,19500613,PRCP,2,,,Q,
BY000064390,19500614,PRCP,0,,,Q,
BY000064390,19500615,PRCP,0,,,Q,
BY000064390,19500616,PRCP,0,,,Q,
BY000064390,19500617,PRCP,29,,,Q,
BY000064390,19500618,PRCP,9,,,Q,
BY000064390,19500619,PRCP,0,,,Q,
BY000064390,19500620,PRCP,0,,,Q,
BY000064390,19500621,PRCP,0,,,Q,
BY000064390,19500622,PRCP,0,,,Q,
BY000064390,19500623,PRCP,1,,,Q,
BY000064390,19500624,PRCP,0,,,Q,
BY000064390,19500625,PRCP,0,,,Q,
BY000064390,19500626,PRCP,0,,,Q,
BY000064390,19500627,PRCP,0,,,Q,
BY000064390,19500628,PRCP,5,,,Q,
BY000064390,19500629,PRCP,0,,,Q,
BY000064390,19500630,PRCP,0,,,Q,
BY000064390,19500701,PRCP,0,,,Q,
BY000064390,19500702,PRCP,0,,,Q,
BY000064390,19500703,PRCP,0,,,Q,
BY000064390,19500704,PRCP,0,,,Q,
BY000064390,19500705,PRCP,0,,,Q,
BY000064390,19500706,PRCP,0,,,Q,
BY000064390,19500707,PRCP,0,,,Q,
BY000064390,19500708,PRCP,0,,,Q,
BY000064390,19500709,PRCP,0,,,Q,
BY000064390,19500710,PRCP,0,,,Q,
BY000064390,19500711,PRCP,0,,,Q,
BY000064390,19500712,PRCP,0,,,Q,
BY000064390,19500713,PRCP,0,,,Q,
BY000064390,19500714,PRCP,0,,,Q,
BY000064390,19500715,PRCP,0,,,Q,
BY000064390,19500716,PRCP,0,,,Q,
BY000064390,19500717,PRCP,0,,,Q,
BY000064390,19500718,PRCP,0,,,Q,
BY000064390,19500719,PRCP,0,,,Q,
BY000064390,19500720,PRCP,0,,,Q,
BY000064390,19500721,PRCP,0,,,Q,
BY000064390,19500722,PRCP,0,,,Q,
BY000064390,19500723,PRCP,0,,,Q,
BY000064390,19500724,PRCP,0,,,Q,
BY000064390,19500725,PRCP,0,,,Q,
BY000064390,19500726,PRCP,0,,,Q,
BY000064390,19500727,PRCP,0,,,Q,
BY000064390,19500728,PRCP,0,,,Q,
BY000064390,19500729,PRCP,0,,,Q,
BY000064390,19500730,PRCP,0,,,Q,
BY000064390,19500731,PRCP,0,,,Q,
BY000064390,19500801,PRCP,0,,,Q,
BY000064390,19500802,PRCP,0,,,Q,
BY000064390,19500803,PRCP,0,,,Q,
BY000064390,19500804,PRCP,0,,,Q,
BY000064390,19500805,PRCP,0,,,Q,
BY000064390,19500806,PRCP,0,,,Q,
BY000064390,19500807,PRCP,0,,,Q,
BY000064390,19500808,PRCP,0,,,Q,
BY000064390,19500809,PRCP,0,,,Q,
BY000064390,19500810,PRCP,0,,,Q,
BY000064390,19500811,PRCP,0,,,Q,
BY000064390,19500812,PRCP,0,,,Q,
BY000064390,19500813,PRCP,0,,,Q,
BY000064390,19500814,PRCP,0,,,Q,
BY000064390,19500815,PRCP,0,,,Q,
BY000064390,19500816,PRCP,0,,,Q,
BY000064390,19500817,PRCP,0,,,Q,
BY000064390,19500818,PRCP,0,,,Q,
BY000064390,19500819,PRCP,0,,,Q,
BY000064390,19500820,PRCP,0,,,Q,
BY000064390,19500821,PRCP,0,,,Q,
BY000064390,19500822,PRCP,0,,,Q,
BY000064390,19500823,PRCP,0,,,Q,
BY000064390,19500824,PRCP,0,,,Q,
BY000064390,19500825,PRCP,0,,,Q,
BY000064390,19500826,PRCP,0,,,Q,
BY000064390,19500827,PRCP,0,,,Q,
BY000064390,19500828,PRCP,0,,,Q,
BY000064390,19500829,PRCP,0,,,Q,
BY000064390,19500830,PRCP,0,,,Q,
BY000064390,19500831,PRCP,0,,,Q,
BY000064390,19500901,PRCP,10,,,Q,
BY000064390,19500902,PRCP,0,,,Q,
BY000064390,19500903,PRCP,0,,,Q,
BY000064390,19500904,PRCP,0,,,Q,
BY000064390,19500905,PRCP,0,,,Q,
BY000064390,19500906,PRCP,0,,,Q,
BY000064390,19500907,PRCP,0,,,Q,
BY000064390,19500908,PRCP,0,,,Q,
BY000064390,19500909,PRCP,0,,,Q,
BY000064390,19500910,PRCP,0,,,Q,
BY000064390,19500911,PRCP,0,,,Q,
BY000064390,19500912,PRCP,0,,,Q,
BY000064390,19500913,PRCP,0,,,Q,
BY000064390,19500914,PRCP,40,,,Q,
BY000064390,19500915,PRCP,39,,,Q,
BY000064390,19500916,PRCP,170,,,Q,
BY000064390,19500917,PRCP,3,,,Q,
BY000064390,19500918,PRCP,0,,,Q,
BY000064390,19500919,PRCP,0,,,Q,
BY000064390,19500920,PRCP,0,,,Q,
BY000064390,19500921,PRCP,0,,,Q,
BY000064390,19500922,PRCP,0,,,Q,
BY000064390,19500923,PRCP,0,,,Q,
BY000064390,19500924,PRCP,0,,,Q,
BY000064390,19500925,PRCP,0,,,Q,
BY000064390,19500926,PRCP,0,,,Q,
BY000064390,19500927,PRCP,25,,,Q,
BY000064390,19500928,PRCP,10,,,Q,
BY000064390,19500929,PRCP,4,,,Q,
BY000064390,19500930,PRCP,1,,,Q,
BY000064390,19501001,PRCP,40,,,Q,
BY000064390,19501002,PRCP,8,,,Q,
BY000064390,19501003,PRCP,0,,,Q,
BY000064390,19501004,PRCP,0,,,Q,
BY000064390,19501005,PRCP,0,,,Q,
BY000064390,19501006,PRCP,0,,,Q,
BY000064390,19501007,PRCP,0,,,Q,
BY000064390,19501008,PRCP,0,,,Q,
BY000064390,19501009,PRCP,0,,,Q,
BY000064390,19501010,PRCP,0,,,Q,
BY000064390,19501011,PRCP,0,,,Q,
BY000064390,19501012,PRCP,0,,,Q,
BY000064390,19501013,PRCP,0,,,Q,
BY000064390,19501014,PRCP,0,,,Q,
BY000064390,19501015,PRCP,20,,,Q,
BY000064390,19501016,PRCP,14,,,Q,
BY000064390,19501017,PRCP,0,,,Q,
BY000064390,19501018,PRCP,32,,,Q,
BY000064390,19501019,PRCP,0,,,Q,
BY000064390,19501020,PRCP,0,,,Q,
BY000064390,19501021,PRCP,39,,,Q,
BY000064390,19501022,PRCP,24,,,Q,
BY000064390,19501023,PRCP,15,,,Q,
BY000064390,19501024,PRCP,3,,,Q,
BY000064390,19501025,PRCP,215,,,Q,
BY000064390,19501026,PRCP,37,,,Q,
BY000064390,19501027,PRCP,19,,,Q,
BY000064390,19501028,PRCP,0,,,Q,
BY000064390,19501029,PRCP,198,,,Q,
BY000064390,19501030,PRCP,0,,,Q,
BY000064390,19501031,PRCP,0,,,Q,
BY000064390,19501101,PRCP,8,,,Q,
BY000064390,19501102,PRCP,13,,,Q,
BY000064390,19501103,PRCP,15,,,Q,
BY000064390,19501104,PRCP,16,,,Q,
BY000064390,19501105,PRCP,0,,,Q,
BY000064390,19501106,PRCP,0,,,Q,
BY000064390,19501107,PRCP,0,,,Q,
BY000064390,19501108,PRCP,0,,,Q,
BY000064390,19501109,PRCP,0,,,Q,
BY000064390,19501110,PRCP,28,,,Q,
BY000064390,19501111,PRCP,36,,,Q,
BY000064390,19501112,PRCP,0,,,Q,
BY000064390,19501113,PRCP,0,,,Q,
BY000064390,19501114,PRCP,0,,,Q,
BY000064390,19501115,PRCP,75,,,Q,
BY000064390,19501116,PRCP,33,,,Q,
BY000064390,19501117,PRCP,100,,,Q,
BY000064390,19501118,PRCP,3,,,Q,
BY000064390,19501119,PRCP,37,,,Q,
BY000064390,19501120,PRCP,0,,,Q,
BY000064390,19501121,PRCP,19,,,Q,
BY000064390,19501122,PRCP,0,,,Q,
BY000064390,19501123,PRCP,16,,,Q,
BY000064390,19501124,PRCP,0,,,Q,
BY000064390,19501125,PRCP,3,,,Q,
BY000064390,19501126,PRCP,6,,,Q,
BY000064390,19501127,PRCP,12,,,Q,
BY000064390,19501128,PRCP,17,,,Q,
BY000064390,19501129,PRCP,68,,,Q,
BY000064390,19501130,PRCP,41,,,Q,
BY000064390,19501201,PRCP,16,,,Q,
BY000064390,19501202,PRCP,30,,,Q,
BY000064390,19501203,PRCP,50,,,Q,
BY000064390,19501204,PRCP,9,,,Q,
BY000064390,19501205,PRCP,17,,,Q,
BY000064390,19501206,PRCP,15,,,Q,
BY000064390,19501207,PRCP,0,,,Q,
BY000064390,19501208,PRCP,0,,,Q,
BY000064390,19501209,PRCP,0,,,Q,
BY000064390,19501210,PRCP,35,,,Q,
BY000064390,19501211,PRCP,4,,,Q,
BY000064390,19501212,PRCP,0,,,Q,
BY000064390,19501213,PRCP,0,,,Q,
BY000064390,19501214,PRCP,38,,,Q,
BY000064390,19501215,PRCP,16,,,Q,
BY000064390,19501216,PRCP,13,,,Q,
BY000064390,19501217,PRCP,14,,,Q,
BY000064390,19501218,PRCP,0,,,Q,
BY000064390,19501219,PRCP,55,,,Q,
BY000064390,19501220,PRCP,42,,,Q,
BY000064390,19501221,PRCP,51,,,Q,
BY000064390,19501222,PRCP,0,,,Q,
BY000064390,19501223,PRCP,9,,,Q,
BY000064390,19501224,PRCP,162,,,Q,
BY000064390,19501225,PRCP,0,,,Q,
BY000064390,19501226,PRCP,0,,,Q,
BY000064390,19501227,PRCP,298,,,Q,
BY000064390,19501228,PRCP,11,,,Q,
BY000064390,19501229,PRCP,83,,,Q,
BY000064390,19501230,PRCP,5,,,Q,
BY000064390,19501231,PRCP,80,,,Q,
BY000064390,19510101,PRCP,35,,,Q,
BY000064390,19510102,PRCP,0,,,Q,
BY000064390,19510103,PRCP,0,,,Q,
BY000064390,19510104,PRCP,20,,,Q,
BY000064390,19510105,PRCP,23,,,Q,
BY000064390,19510106,PRCP,0,,,Q,
BY000064390,19510107,PRCP,4,,,Q,
BY000064390,19510108,PRCP,0,,,Q,
BY000064390,19510109,PRCP,0,,,Q,
BY000064390,19510110,PRCP,23,,,Q,
BY000064390,19510111,PRCP,20,,,Q,
BY000064390,19510112,PRCP,12,,,Q,
BY000064390,19510113,PRCP,62,,,Q,
BY000064390,19510114,PRCP,76,,,Q,
BY000064390,19510115,PRCP,3,,,Q,
BY000064390,19510116,PRCP,0,,,Q,
BY000064390,19510117,PRCP,4,,,Q,
BY000064390,19510118,PRCP,54,,,Q,
BY000064390,19510119,PRCP,13,,,Q,
BY000064390,19510120,PRCP,4,,,Q,
BY000064390,19510121,PRCP,0,,,Q,
BY000064390,19510122,PRCP,18,,,Q,
BY000064390,19510123,PRCP,10,,,Q,
BY000064390,19510124,PRCP,0,,,Q,
BY000064390,19510125,PRCP,2,,,Q,
BY000064390,19510126,PRCP,0,,,Q,
BY000064390,19510127,PRCP,0,,,Q,
BY000064390,19510128,PRCP,87,,,Q,
BY000064390,19510129,PRCP,2,,,Q,
BY000064390,19510130,PRCP,0,,,Q,
BY000064390,19510131,PRCP,74,,,Q,
BY000064390,19510201,PRCP,0,,,Q,
BY000064390,19510202,PRCP,221,,,Q,
BY000064390,19510203,PRCP,28,,,Q,
BY000064390,19510204,PRCP,104,,,Q,
BY000064390,19510205,PRCP,14,,,Q,
BY000064390,19510206,PRCP,155,,,Q,
BY000064390,19510207,PRCP,0,,,Q,
BY000064390,19510208,PRCP,0,,,Q,
BY000064390,19510209,PRCP,0,,,Q,
BY000064390,19510210,PRCP,77,,,Q,
BY000064390,19510211,PRCP,118,,,Q,
BY000064390,19510212,PRCP,15,,,Q,
BY000064390,19510213,PRCP,0,,,Q,
BY000064390,19510214,PRCP,3,,,Q,
BY000064390,19510215,PRCP,0,,,Q,
BY000064390,19510216,PRCP,62,,,Q,
BY000064390,19510217,PRCP,5,,,Q,
BY000064390,19510218,PRCP,74,,,Q,
BY000064390,19510219,PRCP,4,,,Q,
BY000064390,19510220,PRCP,76,,,Q,
BY000064390,19510221,PRCP,0,,,Q,
BY000064390,19510222,PRCP,66,,,Q,
BY000064390,19510223,PRCP,18,,,Q,
BY000064390,19510224,PRCP,133,,,Q,
BY000064390,19510225,PRCP,0,,,Q,
BY000064390,19510226,PRCP,0,,,Q,
BY000064390,19510227,PRCP,28,,,Q,
BY000064390,19510228,PRCP,0,,,Q,
BY000064390,19510301,PRCP,22,,,Q,
BY000064390,19510302,PRCP,13,,,Q,
BY000064390,19510303,PRCP,6,,,Q,
BY000064390,19510304,PRCP,0,,,Q,
BY000064390,19510305,PRCP,0,,,Q,
BY000064390,19510306,PRCP,0,,,Q,
BY000064390,19510307,PRCP,0,,,Q,
BY000064390,19510308,PRCP,97,,,Q,
BY000064390,19510309,PRCP,3,,,Q,
BY000064390,19510310,PRCP,35,,,Q,
BY000064390,19510311,PRCP,0,,,Q,
BY000064390,19510312,PRCP,0,,,Q,
BY000064390,19510313,PRCP,0,,,Q,
BY000064390,19510314,PRCP,0,,,Q,
BY000064390,19510315,PRCP,0,,,Q,
BY000064390,19510316,PRCP,0,,,Q,
BY000064390,19510317,PRCP,0,,,Q,
BY000064390,19510318,PRCP,0,,,Q,
BY000064390,19510319,PRCP,17,,,Q,
BY000064390,19510320,PRCP,3,,,Q,
BY000064390,19510321,PRCP,0,,,Q,
BY000064390,19510322,PRCP,131,,,Q,
BY000064390,19510323,PRCP,28,,,Q,
BY000064390,19510324,PRCP,45,,,Q,
BY000064390,19510325,PRCP,17,,,Q,
BY000064390,19510326,PRCP,368,,,Q,
BY000064390,19510327,PRCP,115,,,Q,
BY000064390,19510328,PRCP,39,,,Q,
BY000064390,19510329,PRCP,0,,,Q,
BY000064390,19510330,PRCP,12,,,Q,
BY000064390,19510331,PRCP,5,,,Q,
BY000064390,19510401,PRCP,0,,,Q,
BY000064390,19510402,PRCP,0,,,Q,
BY000064390,19510403,PRCP,0,,,Q,
BY000064390,19510404,PRCP,42,,,Q,
BY000064390,19510405,PRCP,41,,,Q,
BY000064390,19510406,PRCP,48,,,Q,
BY000064390,19510407,PRCP,0,,,Q,
BY000064390,19510408,PRCP,0,,,Q,
BY000064390,19510409,PRCP,3,,,Q,
BY000064390,19510410,PRCP,0,,,Q,
BY000064390,19510411,PRCP,3,,,Q,
BY000064390,19510412,PRCP,24,,,Q,
BY000064390,19510413,PRCP,0,,,Q,
BY000064390,19510414,PRCP,37,,,Q,
BY000064390,19510415,PRCP,77,,,Q,
BY000064390,19510416,PRCP,55,,,Q,
BY000064390,19510417,PRCP,0,,,Q,
BY000064390,19510418,PRCP,0,,,Q,
BY000064390,19510419,PRCP,379,,,Q,
BY000064390,19510420,PRCP,28,,,Q,
BY000064390,19510421,PRCP,4,,,Q,
BY000064390,19510422,PRCP,167,,,Q,
BY000064390,19510423,PRCP,243,,,Q,
BY000064390,19510424,PRCP,0,,,Q,
BY000064390,19510425,PRCP,0,,,Q,
BY000064390,19510426,PRCP,302,,,Q,
BY000064390,19510427,PRCP,3,,,Q,
BY000064390,19510428,PRCP,91,,,Q,
BY000064390,19510429,PRCP,0,,,Q,
BY000064390,19510430,PRCP,0,,,Q,
BY000064390,19510501,PRCP,0,,,Q,
BY000064390,19510502,PRCP,44,,,Q,
BY000064390,19510503,PRCP,0,,,Q,
BY000064390,19510504,PRCP,0,,,Q,
BY000064390,19510505,PRCP,0,,,Q,
BY000064390,19510506,PRCP,0,,,Q,
BY000064390,19510507,PRCP,0,,,Q,
BY000064390,19510508,PRCP,0,,,Q,
BY000064390,19510509,PRCP,0,,,Q,
BY000064390,19510510,PRCP,0,,,Q,
BY000064390,19510511,PRCP,0,,,Q,
BY000064390,19510512,PRCP,0,,,Q,
BY000064390,19510513,PRCP,9,,,Q,
BY000064390,19510514,PRCP,0,,,Q,
BY000064390,19510515,PRCP,0,,,Q,
BY000064390,19510516,PRCP,0,,,Q,
BY000064390,19510517,PRCP,16,,,Q,
BY000064390,19510518,PRCP,0,,,Q,
BY000064390,19510519,PRCP,0,,,Q,
BY000064390,19510520,PRCP,0,,,Q,
BY000064390,19510521,PRCP,0,,,Q,
BY000064390,19510522,PRCP,0,,,Q,
BY000064390,19510523,PRCP,87,,,Q,
BY000064390,19510524,PRCP,2,,,Q,
BY000064390,19510525,PRCP,35,,,Q,
BY000064390,19510526,PRCP,0,,,Q,
BY000064390,19510527,PRCP,0,,,Q,
BY000064390,19510528,PRCP,3,,,Q,
BY000064390,19510529,PRCP,42,,,Q,
BY000064390,19510530,PRCP,30,,,Q,
BY000064390,19510531,PRCP,5,,,Q,
BY000064390,19510601,PRCP,0,,,Q,
BY000064390,19510602,PRCP,0,,,Q,
BY000064390,19510603,PRCP,0,,,Q,
BY000064390,19510604,PRCP,0,,,Q,
BY000064390,19510605,PRCP,0,,,Q,
BY000064390,19510606,PRCP,0,,,Q,
BY000064390,19510607,PRCP,17,,,Q,
BY000064390,19510608,PRCP,0,,,Q,
BY000064390,19510609,PRCP,0,,,Q,
BY000064390,19510610,PRCP,0,,,Q,
BY000064390,19510611,PRCP,0,,,Q,
BY000064390,19510612,PRCP,379,,,Q,
BY000064390,19510613,PRCP,0,,,Q,
BY000064390,19510614,PRCP,0,,,Q,
BY000064390,19510615,PRCP,0,,,Q,
BY000064390,19510616,PRCP,0,,,Q,
BY000064390,19510617,PRCP,0,,,Q,
BY000064390,19510618,PRCP,0,,,Q,
BY000064390,19510619,PRCP,31,,,Q,
BY000064390,19510620,PRCP,0,,,Q,
BY000064390,19510621,PRCP,0,,,Q,
BY000064390,19510622,PRCP,0,,,Q,
BY000064390,19510623,PRCP,0,,,Q,
BY000064390,19510624,PRCP,34,,,Q,
BY000064390,19510625,PRCP,0,,,Q,
BY000064390,19510626,PRCP,0,,,Q,
BY000064390,19510627,PRCP,11,,,Q,
BY000064390,19510628,PRCP,0,,,Q,
BY000064390,19510629,PRCP,0,,,Q,
BY000064390,19510630,PRCP,0,,,Q,
BY000064390,19510701,PRCP,0,,,Q,
BY000064390,19510702,PRCP,0,,,Q,
BY000064390,19510703,PRCP,0,,,Q,
BY000064390,19510704,PRCP,0,,,Q,
BY000064390,19510705,PRCP,0,,,Q,
BY000064390,19510706,PRCP,0,,,Q,
BY000064390,19510707,PRCP,0,,,Q,
BY000064390,19510708,PRCP,0,,,Q,
BY000064390,19510709,PRCP,0,,,Q,
BY000064390,19510710,PRCP,0,,,Q,
BY000064390,19510711,PRCP,0,,,Q,
BY000064390,19510712,PRCP,0,,,Q,
BY000064390,19510713,PRCP,0,,,Q,
BY000064390,19510714,PRCP,0,,,Q,
BY000064390,19510715,PRCP,2,,,Q,
BY000064390,19510716,PRCP,0,,,Q,
BY000064390,19510717,PRCP,0,,,Q,
BY000064390,19510718,PRCP,0,,,Q,
BY000064390,19510719,PRCP,0,,,Q,
BY000064390,19510720,PRCP,0,,,Q,
BY000064390,19510721,PRCP,0,,,Q,
BY000064390,19510722,PRCP,0,,,Q,
BY000064390,19510723,PRCP,0,,,Q,
BY000064390,19510724,PRCP,0,,,Q,
BY000064390,19510725,PRCP,0,,,Q,
BY000064390,19510726,PRCP,0,,,Q,
BY000064390,19510727,PRCP,0,,,Q,
BY000064390,19510728,PRCP,0,,,Q,
BY000064390,19510729,PRCP,0,,,Q,
BY000064390,19510730,PRCP,0,,,Q,
BY000064390,19510731,PRCP,0,,,Q,
BY000064390,19510801,PRCP,0,,,Q,
BY000064390,19510802,PRCP,0,,,Q,
BY000064390,19510803,PRCP,0,,,Q,
BY000064390,19510804,PRCP,0,,,Q,
BY000064390,19510805,PRCP,0,,,Q,
BY000064390,19510806,PRCP,0,,,Q,
BY000064390,19510807,PRCP,0,,,Q,
BY000064390,19510808,PRCP,0,,,Q,
BY000064390,19510809,PRCP,0,,,Q,
BY000064390,19510810,PRCP,0,,,Q,
BY000064390,19510811,PRCP,0,,,Q,
BY000064390,19510812,PRCP,0,,,Q,
BY000064390,19510813,PRCP,0,,,Q,
BY000064390,19510814,PRCP,0,,,Q,
BY000064390,19510815,PRCP,0,,,Q,
BY000064390,19510816,PRCP,0,,,Q,
BY000064390,19510817,PRCP,0,,,Q,
BY000064390,19510818,PRCP,0,,,Q,
BY000064390,19510819,PRCP,0,,,Q,
BY000064390,19510820,PRCP,58,,,Q,
BY000064390,19510821,PRCP,0,,,Q,
BY000064390,19510822,PRCP,0,,,Q,
BY000064390,19510823,PRCP,0,,,Q,
BY000064390,19510824,PRCP,0,,,Q,
BY000064390,19510825,PRCP,0,,,Q,
BY000064390,19510826,PRCP,0,,,Q,
BY000064390,19510827,PRCP,0,,,Q,
BY000064390,19510828,PRCP,0,,,Q,
BY000064390,19510829,PRCP,0,,,Q,
BY000064390,19510830,PRCP,0,,,Q,
BY000064390,19510831,PRCP,0,,,Q,
