SU000062721,19421101,TAVG,308,H,,S,
SU000062721,19421102,TAVG,314,H,,S,
SU000062721,19421103,TAVG,308,H,,S,
SU000062721,19421104,TAVG,301,H,,S,
SU000062721,19421105,TAVG,298,H,,S,
SU000062721,19421106,TAVG,295,H,,S,
SU000062721,19421107,TAVG,279,H,,S,
SU000062721,19421108,TAVG,259,H,,S,
SU000062721,19421109,TAVG,258,H,,S,
SU000062721,19421110,TAVG,279,H,,S,
SU000062721,19421111,TAVG,288,H,,S,
SU000062721,19421112,TAVG,283,H,,S,
SU000062721,19421113,TAVG,293,H,,S,
SU000062721,19421114,TAVG,292,H,,S,
SU000062721,19421115,TAVG,281,H,,S,
SU000062721,19421116,TAVG,280,H,,S,
SU000062721,19421117,TAVG,287,H,,S,
SU000062721,19421118,TAVG,296,H,,S,
SU000062721,19421119,TAVG,292,H,,S,
SU000062721,19421120,TAVG,296,H,,S,
SU000062721,19421121,TAVG,296,H,,S,
SU000062721,19421122,TAVG,292,H,,S,
SU000062721,19421123,TAVG,285,H,,S,
SU000062721,19421124,TAVG,293,H,,S,
SU000062721,19421125,TAVG,295,H,,S,
SU000062721,19421126,TAVG,294,H,,S,
SU000062721,19421127,TAVG,288,H,,S,
SU000062721,19421128,TAVG,291,H,,S,
SU000062721,19421129,TAVG,284,H,,S,
SU000062721,19421130,TAVG,275,H,,S,
SU000062721,19421201,TAVG,276,H,,S,
SU000062721,19421202,TAVG,275,H,,S,
SU000062721,19421203,TAVG,276,H,,S,
SU000062721,19421204,TAVG,269,H,,S,
SU000062721,19421205,TAVG,252,H,,S,
SU000062721,19421206,TAVG,247,H,,S,
SU000062721,19421207,TAVG,237,H,,S,
SU000062721,19421208,TAVG,220,H,,S,
SU000062721,19421209,TAVG,229,H,,S,
SU000062721,19421210,TAVG,239,H,,S,
SU000062721,19421211,TAVG,240,H,,S,
SU000062721,19421212,TAVG,252,H,,S,
SU000062721,19421213,TAVG,262,H,,S,
SU000062721,19421214,TAVG,260,H,,S,
SU000062721,19421215,TAVG,261,H,,S,
SU000062721,19421216,TAVG,252,H,,S,
SU000062721,19421217,TAVG,246,H,,S,
SU000062721,19421218,TAVG,244,H,,S,
SU000062721,19421219,TAVG,239,H,,S,
SU000062721,19421220,TAVG,223,H,,S,
SU000062721,19421221,TAVG,237,H,,S,
SU000062721,19421222,TAVG,242,H,,S,
SU000062721,19421223,TAVG,258,H,,S,
SU000062721,19421224,TAVG,257,H,,S,
SU000062721,19421225,TAVG,248,H,,S,
SU000062721,19421226,TAVG,262,H,,S,
SU000062721,19421227,TAVG,268,H,,S,
SU000062721,19421228,TAVG,267,H,,S,
SU000062721,19421229,TAVG,271,H,,S,
SU000062721,19421230,TAVG,277,H,,S,
SU000062721,19421231,TAVG,267,H,,S,
SU000062721,19430101,TAVG,266,H,,S,
SU000062721,19430102,TAVG,262,H,,S,
SU000062721,19430103,TAVG,251,H,,S,
SU000062721,19430104,TAVG,258,H,,S,
SU000062721,19430105,TAVG,264,H,,S,
SU000062721,19430106,TAVG,269,H,,S,
SU000062721,19430107,TAVG,273,H,,S,
SU000062721,19430108,TAVG,282,H,,S,
SU000062721,19430109,TAVG,276,H,,S,
SU000062721,19430110,TAVG,267,H,,S,
SU000062721,19430111,TAVG,256,H,,S,
SU000062721,19430112,TAVG,241,H,,S,
SU000062721,19430113,TAVG,240,H,,S,
SU000062721,19430114,TAVG,239,H,,S,
SU000062721,19430115,TAVG,234,H,,S,
SU000062721,19430116,TAVG,232,H,,S,
SU000062721,19430117,TAVG,231,H,,S,
SU000062721,19430118,TAVG,218,H,,S,
SU000062721,19430119,TAVG,217,H,,S,
SU000062721,19430120,TAVG,221,H,,S,
SU000062721,19430121,TAVG,216,H,,S,
SU000062721,19430122,TAVG,213,H,,S,
SU000062721,19430123,TAVG,214,H,,S,
SU000062721,19430124,TAVG,197,H,,S,
SU000062721,19430125,TAVG,187,H,,S,
SU000062721,19430126,TAVG,208,H,,S,
SU000062721,19430128,TAVG,226,H,,S,
SU000062721,19430129,TAVG,223,H,,S,
SU000062721,19430130,TAVG,196,H,,S,
SU000062721,19430131,TAVG,184,H,,S,
SU000062721,19430201,TAVG,181,H,,S,
SU000062721,19430202,TAVG,182,H,,S,
SU000062721,19430203,TAVG,188,H,,S,
SU000062721,19430204,TAVG,197,H,,S,
SU000062721,19430205,TAVG,222,H,,S,
SU000062721,19430206,TAVG,244,H,,S,
SU000062721,19430207,TAVG,244,H,,S,
SU000062721,19430208,TAVG,262,H,,S,
SU000062721,19430209,TAVG,270,H,,S,
SU000062721,19430210,TAVG,256,H,,S,
SU000062721,19430211,TAVG,264,H,,S,
SU000062721,19430212,TAVG,272,H,,S,
SU000062721,19430213,TAVG,283,H,,S,
SU000062721,19430214,TAVG,259,H,,S,
SU000062721,19430215,TAVG,257,H,,S,
SU000062721,19430216,TAVG,248,H,,S,
SU000062721,19430217,TAVG,252,H,,S,
SU000062721,19430218,TAVG,257,H,,S,
SU000062721,19430219,TAVG,251,H,,S,
SU000062721,19430220,TAVG,236,H,,S,
SU000062721,19430221,TAVG,218,H,,S,
SU000062721,19430222,TAVG,247,H,,S,
SU000062721,19430223,TAVG,207,H,,S,
SU000062721,19430224,TAVG,167,H,,S,
SU000062721,19430225,TAVG,178,H,,S,
SU000062721,19430226,TAVG,193,H,,S,
SU000062721,19430227,TAVG,211,H,,S,
SU000062721,19430228,TAVG,218,H,,S,
SU000062721,19430301,TAVG,214,H,,S,
SU000062721,19430302,TAVG,207,H,,S,
SU000062721,19430303,TAVG,205,H,,S,
SU000062721,19430304,TAVG,202,H,,S,
SU000062721,19430305,TAVG,208,H,,S,
SU000062721,19430306,TAVG,225,H,,S,
SU000062721,19430307,TAVG,237,H,,S,
SU000062721,19430308,TAVG,250,H,,S,
SU000062721,19430309,TAVG,250,H,,S,
SU000062721,19430310,TAVG,258,H,,S,
SU000062721,19430311,TAVG,276,H,,S,
SU000062721,19430312,TAVG,282,H,,S,
SU000062721,19430313,TAVG,288,H,,S,
SU000062721,19430314,TAVG,299,H,,S,
SU000062721,19430315,TAVG,319,H,,S,
SU000062721,19430316,TAVG,301,H,,S,
SU000062721,19430317,TAVG,316,H,,S,
SU000062721,19430318,TAVG,307,H,,S,
SU000062721,19430319,TAVG,307,H,,S,
SU000062721,19430320,TAVG,329,H,,S,
SU000062721,19430321,TAVG,289,H,,S,
SU000062721,19430322,TAVG,264,H,,S,
SU000062721,19430323,TAVG,277,H,,S,
SU000062721,19430324,TAVG,305,H,,S,
SU000062721,19430325,TAVG,286,H,,S,
SU000062721,19430326,TAVG,252,H,,S,
SU000062721,19430327,TAVG,238,H,,S,
SU000062721,19430328,TAVG,252,H,,S,
SU000062721,19430329,TAVG,266,H,,S,
SU000062721,19430330,TAVG,278,H,,S,
SU000062721,19430331,TAVG,299,H,,S,
SU000062721,19430401,TAVG,294,H,,S,
SU000062721,19430402,TAVG,285,H,,S,
SU000062721,19430403,TAVG,293,H,,S,
SU000062721,19430404,TAVG,306,H,,S,
SU000062721,19430405,TAVG,326,H,,S,
SU000062721,19430406,TAVG,283,H,,S,
SU000062721,19430407,TAVG,265,H,,S,
SU000062721,19430408,TAVG,274,H,,S,
SU000062721,19430409,TAVG,296,H,,S,
SU000062721,19430410,TAVG,296,H,,S,
SU000062721,19430411,TAVG,297,H,,S,
SU000062721,19430412,TAVG,304,H,,S,
SU000062721,19430413,TAVG,282,H,,S,
SU000062721,19430414,TAVG,267,H,,S,
SU000062721,19430415,TAVG,263,H,,S,
SU000062721,19430416,TAVG,262,H,,S,
SU000062721,19430417,TAVG,263,H,,S,
SU000062721,19430418,TAVG,265,H,,S,
SU000062721,19430419,TAVG,271,H,,S,
SU000062721,19430420,TAVG,272,H,,S,
SU000062721,19430421,TAVG,282,H,,S,
SU000062721,19430422,TAVG,269,H,,S,
SU000062721,19430423,TAVG,264,H,,S,
SU000062721,19430424,TAVG,287,H,,S,
SU000062721,19430425,TAVG,308,H,,S,
SU000062721,19430426,TAVG,320,H,,S,
SU000062721,19430427,TAVG,329,H,,S,
SU000062721,19430428,TAVG,328,H,,S,
SU000062721,19430429,TAVG,331,H,,S,
SU000062721,19430430,TAVG,344,H,,S,
SU000062721,19430501,TAVG,326,H,,S,
SU000062721,19430502,TAVG,334,H,,S,
SU000062721,19430503,TAVG,322,H,,S,
SU000062721,19430504,TAVG,316,H,,S,
SU000062721,19430505,TAVG,329,H,,S,
SU000062721,19430506,TAVG,344,H,,S,
SU000062721,19430507,TAVG,346,H,,S,
SU000062721,19430508,TAVG,357,H,,S,
SU000062721,19430509,TAVG,358,H,,S,
SU000062721,19430510,TAVG,361,H,,S,
SU000062721,19430511,TAVG,360,H,,S,
SU000062721,19430512,TAVG,354,H,,S,
SU000062721,19430513,TAVG,353,H,,S,
SU000062721,19430514,TAVG,348,H,,S,
SU000062721,19430515,TAVG,353,H,,S,
SU000062721,19430516,TAVG,356,H,,S,
SU000062721,19430517,TAVG,353,H,,S,
SU000062721,19430518,TAVG,354,H,,S,
SU000062721,19430519,TAVG,353,H,,S,
SU000062721,19430520,TAVG,369,H,,S,
SU000062721,19430521,TAVG,374,H,,S,
SU000062721,19430522,TAVG,363,H,,S,
SU000062721,19430523,TAVG,372,H,,S,
SU000062721,19430524,TAVG,364,H,,S,
SU000062721,19430525,TAVG,350,H,,S,
SU000062721,19430526,TAVG,336,H,,S,
SU000062721,19430527,TAVG,343,H,,S,
SU000062721,19430528,TAVG,353,H,,S,
SU000062721,19430529,TAVG,359,H,,S,
SU000062721,19430530,TAVG,342,H,,S,
SU000062721,19430531,TAVG,326,H,,S,
SU000062721,19430601,TAVG,318,H,,S,
SU000062721,19430602,TAVG,339,H,,S,
SU000062721,19430603,TAVG,358,H,,S,
SU000062721,19430604,TAVG,357,H,,S,
SU000062721,19430605,TAVG,358,H,,S,
SU000062721,19430606,TAVG,361,H,,S,
SU000062721,19430607,TAVG,361,H,,S,
SU000062721,19430608,TAVG,349,H,,S,
SU000062721,19430609,TAVG,346,H,,S,
SU000062721,19430610,TAVG,359,H,,S,
SU000062721,19430611,TAVG,366,H,,S,
SU000062721,19430612,TAVG,356,H,,S,
SU000062721,19430613,TAVG,351,H,,S,
SU000062721,19430614,TAVG,340,H,,S,
SU000062721,19430615,TAVG,336,H,,S,
