SU000062941,19570701,TMAX,322,,,S,
SU000062941,19570702,TMAX,339,,,S,
SU000062941,19570703,TMAX,322,,,S,
SU000062941,19570704,TMAX,322,,,S,
SU000062941,19570705,TMAX,328,,,S,
SU000062941,19570706,TMAX,311,,,S,
SU000062941,19570707,TMAX,328,,,S,
SU000062941,19570708,TMAX,328,,,S,
SU000062941,19570709,TMAX,300,,,S,
SU000062941,19570710,TMAX,322,,,S,
SU000062941,19570711,TMAX,328,,,S,
SU000062941,19570712,TMAX,311,,,S,
SU000062941,19570713,TMAX,328,,,S,
SU000062941,19570714,TMAX,339,,,S,
SU000062941,19570715,TMAX,300,,,S,
SU000062941,19570716,TMAX,278,,,S,
SU000062941,19570717,TMAX,322,,,S,
SU000062941,19570718,TMAX,289,,,S,
SU000062941,19570719,TMAX,322,,,S,
SU000062941,19570720,TMAX,322,,,S,
SU000062941,19570721,TMAX,339,,,S,
SU000062941,19570722,TMAX,311,,,S,
SU000062941,19570723,TMAX,322,,,S,
SU000062941,19570724,TMAX,322,,,S,
SU000062941,19570725,TMAX,300,,,S,
SU000062941,19570726,TMAX,322,,,S,
SU000062941,19570727,TMAX,272,,,S,
SU000062941,19570728,TMAX,311,,,S,
SU000062941,19570729,TMAX,322,,,S,
SU000062941,19570730,TMAX,322,,,S,
SU000062941,19570731,TMAX,272,,,S,
SU000062941,19570701,TMIN,211,,,S,
SU000062941,19570702,TMIN,211,,,S,
SU000062941,19570703,TMIN,211,,,S,
SU000062941,19570704,TMIN,211,,,S,
SU000062941,19570705,TMIN,222,,,S,
SU000062941,19570706,TMIN,222,,,S,
SU000062941,19570707,TMIN,200,,,S,
SU000062941,19570708,TMIN,222,,,S,
SU000062941,19570709,TMIN,200,,,S,
SU000062941,19570710,TMIN,200,,,S,
SU000062941,19570711,TMIN,222,,,S,
SU000062941,19570712,TMIN,211,,,S,
SU000062941,19570713,TMIN,211,,,S,
SU000062941,19570714,TMIN,211,,,S,
SU000062941,19570715,TMIN,211,,,S,
SU000062941,19570716,TMIN,211,,,S,
SU000062941,19570717,TMIN,200,,,S,
SU000062941,19570718,TMIN,222,,,S,
SU000062941,19570719,TMIN,211,,,S,
SU000062941,19570720,TMIN,211,,,S,
SU000062941,19570721,TMIN,222,,,S,
SU000062941,19570722,TMIN,222,,,S,
SU000062941,19570723,TMIN,211,,,S,
SU000062941,19570724,TMIN,200,,,S,
SU000062941,19570725,TMIN,211,,,S,
SU000062941,19570726,TMIN,200,,,S,
SU000062941,19570727,TMIN,189,,,S,
SU000062941,19570728,TMIN,189,,,S,
SU000062941,19570729,TMIN,200,,,S,
SU000062941,19570730,TMIN,189,,,S,
SU000062941,19570731,TMIN,211,,,S,
SU000062941,19570701,PRCP,0,,,S,
SU000062941,19570702,PRCP,0,,,S,
SU000062941,19570703,PRCP,0,,,S,
SU000062941,19570704,PRCP,0,,,S,
SU000062941,19570705,PRCP,0,,,S,
SU000062941,19570706,PRCP,10,,,S,
SU000062941,19570707,PRCP,0,,,S,
SU000062941,19570708,PRCP,10,,,S,
SU000062941,19570709,PRCP,0,,,S,
SU000062941,19570710,PRCP,0,,,S,
SU000062941,19570711,PRCP,0,,,S,
SU000062941,19570712,PRCP,0,,,S,
SU000062941,19570713,PRCP,0,,,S,
SU000062941,19570714,PRCP,0,,,S,
SU000062941,19570715,PRCP,0,,,S,
